plan_id,month,termination_req,termination_comp,termination_days,inserv_req,inserv_comp,inserv_days,rollover_req,rollover_comp,rollover_days,hardship_req,hardship_comp,hardship_days,loan_req,loan_comp,loan_days,exceptions_opened,exceptions_resolved,sla_breach_rate,hardship_allowed,loan_allowed,inserv_allowed,participants,median_balance,median_age,fee_distribution,fee_loan_origination,vendor_type,fee_tier,label
102346,2024-06,7,7,2.7960015893759502,1,1,2.2960015893759502,2,2,3.5960015893759505,1,1,3.99600158937595,3,3,5.796001589375951,2,2,0.019600158937595043,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102346,2024-07,13,12,3.4960015893759504,2,2,1.8960015893759505,1,1,4.196001589375951,0,0,0.0,5,5,6.396001589375951,2,2,0.04960015893759504,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102346,2024-08,9,9,2.9960015893759504,1,1,2.3960015893759503,2,2,3.69600158937595,1,1,4.196001589375951,4,4,5.99600158937595,1,1,0.029600158937595045,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102346,2024-09,10,9,3.19600158937595,2,2,2.0960015893759505,1,1,3.8960015893759503,0,0,0.0,3,3,5.596001589375951,2,2,0.03960015893759505,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102346,2024-10,8,8,2.8960015893759503,1,1,2.2960015893759502,2,2,3.7960015893759502,1,1,4.096001589375951,2,2,5.49600158937595,1,1,0.019600158937595043,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102346,2024-11,12,11,3.3960015893759503,2,2,1.9960015893759506,1,1,3.99600158937595,0,0,0.0,4,4,6.196001589375951,2,2,0.03960015893759505,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102346,2024-12,9,9,3.0960015893759505,1,1,2.19600158937595,2,2,3.69600158937595,1,1,4.296001589375951,3,3,5.796001589375951,1,1,0.029600158937595045,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102347,2024-01,12,11,3.5750451195806456,2,2,2.0750451195806456,1,1,4.075045119580646,0,0,0.07504511958064573,3,3,5.075045119580646,2,2,0.05750451195806457,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102347,2024-02,8,8,3.0750451195806456,1,1,2.5750451195806456,2,2,3.8750451195806455,1,1,4.275045119580646,4,4,6.075045119580646,1,1,0.027504511958064574,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102347,2024-03,10,9,3.275045119580646,2,2,2.1750451195806457,1,1,4.175045119580646,0,0,0.07504511958064573,2,2,5.575045119580646,1,1,0.03750451195806457,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102347,2024-04,9,9,3.0750451195806456,1,1,2.3750451195806455,2,2,3.9750451195806455,1,1,4.075045119580646,3,3,5.875045119580646,2,2,0.04750451195806457,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102347,2024-05,11,10,3.4750451195806455,2,2,2.275045119580646,1,1,4.275045119580646,0,0,0.07504511958064573,4,4,6.275045119580646,1,1,0.05750451195806457,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102347,2024-06,7,7,2.9750451195806455,1,1,2.4750451195806455,2,2,3.775045119580646,1,1,4.175045119580646,3,3,5.975045119580646,2,2,0.03750451195806457,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102347,2024-07,13,12,3.6750451195806457,2,2,2.0750451195806456,1,1,4.375045119580646,0,0,0.07504511958064573,5,5,6.575045119580646,2,2,0.06750451195806458,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102347,2024-08,9,9,3.1750451195806457,1,1,2.5750451195806456,2,2,3.8750451195806455,1,1,4.375045119580646,4,4,6.175045119580646,1,1,0.04750451195806457,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102347,2024-09,10,9,3.3750451195806455,2,2,2.275045119580646,1,1,4.075045119580646,0,0,0.07504511958064573,3,3,5.775045119580646,2,2,0.05750451195806457,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102347,2024-10,8,8,3.0750451195806456,1,1,2.4750451195806455,2,2,3.9750451195806455,1,1,4.275045119580646,2,2,5.675045119580646,1,1,0.03750451195806457,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102347,2024-11,12,11,3.5750451195806456,2,2,2.1750451195806457,1,1,4.175045119580646,0,0,0.07504511958064573,4,4,6.375045119580646,2,2,0.05750451195806457,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102347,2024-12,9,9,3.275045119580646,1,1,2.3750451195806455,2,2,3.8750451195806455,1,1,4.475045119580646,3,3,5.975045119580646,1,1,0.04750451195806457,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102348,2024-01,12,11,3.5940564716391212,2,2,2.0940564716391212,1,1,4.094056471639122,0,0,0.0940564716391214,3,3,5.094056471639122,2,2,0.05940564716391214,1,1,1,250,12000,45,25.0,50.0,custodian_D,high,1
102348,2024-02,8,8,3.0940564716391212,1,1,2.5940564716391212,2,2,3.894056471639121,1,1,4.294056471639122,4,4,6.094056471639122,1,1,0.02940564716391214,1,1,1,250,12000,45,25.0,50.0,custodian_D,high,1
102348,2024-03,10,9,3.2940564716391214,2,2,2.1940564716391213,1,1,4.194056471639121,0,0,0.0940564716391214,2,2,5.594056471639122,1,1,0.039405647163912136,1,1,1,250,12000,45,25.0,50.0,custodian_D,high,1
102348,2024-04,9,9,3.0940564716391212,1,1,2.394056471639121,2,2,3.994056471639121,1,1,4.094056471639122,3,3,5.8940564716391215,2,2,0.049405647163912145,1,1,1,250,12000,45,25.0,50.0,custodian_D,high,1
102348,2024-05,11,10,3.494056471639121,2,2,2.2940564716391214,1,1,4.294056471639122,0,0,0.0940564716391214,4,4,6.294056471639122,1,1,0.05940564716391214,1,1,1,250,12000,45,25.0,50.0,custodian_D,high,1
102348,2024-06,7,7,2.994056471639121,1,1,2.494056471639121,2,2,3.7940564716391214,1,1,4.194056471639121,3,3,5.994056471639122,2,2,0.039405647163912136,1,1,1,250,12000,45,25.0,50.0,custodian_D,high,1
102348,2024-07,13,12,3.6940564716391213,2,2,2.0940564716391212,1,1,4.3940564716391215,0,0,0.0940564716391214,5,5,6.594056471639122,2,2,0.06940564716391213,1,1,1,250,12000,45,25.0,50.0,custodian_D,high,1
102348,2024-08,9,9,3.1940564716391213,1,1,2.5940564716391212,2,2,3.894056471639121,1,1,4.3940564716391215,4,4,6.194056471639121,1,1,0.049405647163912145,1,1,1,250,12000,45,25.0,50.0,custodian_D,high,1
102348,2024-09,10,9,3.394056471639121,2,2,2.2940564716391214,1,1,4.094056471639122,0,0,0.0940564716391214,3,3,5.794056471639122,2,2,0.05940564716391214,1,1,1,250,12000,45,25.0,50.0,custodian_D,high,1
102348,2024-10,8,8,3.0940564716391212,1,1,2.494056471639121,2,2,3.994056471639121,1,1,4.294056471639122,2,2,5.694056471639121,1,1,0.039405647163912136,1,1,1,250,12000,45,25.0,50.0,custodian_D,high,1
102348,2024-11,12,11,3.5940564716391212,2,2,2.1940564716391213,1,1,4.194056471639121,0,0,0.0940564716391214,4,4,6.3940564716391215,2,2,0.05940564716391214,1,1,1,250,12000,45,25.0,50.0,custodian_D,high,1
102348,2024-12,9,9,3.2940564716391214,1,1,2.394056471639121,2,2,3.894056471639121,1,1,4.494056471639122,3,3,5.994056471639122,1,1,0.049405647163912145,1,1,1,250,12000,45,25.0,50.0,custodian_D,high,1
102349,2024-01,12,11,3.3048964811346164,2,2,1.8048964811346164,1,1,3.8048964811346164,0,0,0.0,3,3,4.804896481134616,2,2,0.030489648113461637,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102349,2024-02,8,8,2.8048964811346164,1,1,2.3048964811346164,2,2,3.6048964811346162,1,1,4.004896481134616,4,4,5.804896481134616,1,1,0.0004896481134616347,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102349,2024-03,10,9,3.0048964811346166,2,2,1.9048964811346165,1,1,3.904896481134616,0,0,0.0,2,2,5.304896481134616,1,1,0.010489648113461633,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102349,2024-04,9,9,2.8048964811346164,1,1,2.1048964811346162,2,2,3.7048964811346163,1,1,3.8048964811346164,3,3,5.604896481134616,2,2,0.020489648113461635,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102349,2024-05,11,10,3.2048964811346163,2,2,2.0048964811346166,1,1,4.004896481134616,0,0,0.0,4,4,6.004896481134616,1,1,0.030489648113461637,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102349,2024-06,7,7,2.7048964811346163,1,1,2.2048964811346163,2,2,3.5048964811346166,1,1,3.904896481134616,3,3,5.704896481134616,2,2,0.010489648113461633,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102349,2024-07,13,12,3.4048964811346165,2,2,1.8048964811346164,1,1,4.104896481134616,0,0,0.0,5,5,6.304896481134616,2,2,0.04048964811346163,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102349,2024-08,9,9,2.9048964811346165,1,1,2.3048964811346164,2,2,3.6048964811346162,1,1,4.104896481134616,4,4,5.904896481134616,1,1,0.020489648113461635,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102349,2024-09,10,9,3.1048964811346162,2,2,2.0048964811346166,1,1,3.8048964811346164,0,0,0.0,3,3,5.504896481134616,2,2,0.030489648113461637,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102349,2024-10,8,8,2.8048964811346164,1,1,2.2048964811346163,2,2,3.7048964811346163,1,1,4.004896481134616,2,2,5.404896481134616,1,1,0.010489648113461633,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102349,2024-11,12,11,3.3048964811346164,2,2,1.9048964811346165,1,1,3.904896481134616,0,0,0.0,4,4,6.104896481134616,2,2,0.030489648113461637,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102349,2024-12,9,9,3.0048964811346166,1,1,2.1048964811346162,2,2,3.6048964811346162,1,1,4.204896481134616,3,3,5.704896481134616,1,1,0.020489648113461635,1,1,1,250,12000,45,25.0,50.0,custodian_C,medium,1
102350,2024-01,12,11,3.369782049313768,2,2,1.8697820493137682,1,1,3.869782049313768,0,0,0.0,3,3,4.869782049313768,2,2,0.036978204931376824,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102350,2024-02,8,8,2.869782049313768,1,1,2.369782049313768,2,2,3.669782049313768,1,1,4.069782049313768,4,4,5.869782049313768,1,1,0.006978204931376818,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102350,2024-03,10,9,3.069782049313768,2,2,1.9697820493137683,1,1,3.9697820493137677,0,0,0.0,2,2,5.369782049313768,1,1,0.016978204931376816,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102350,2024-04,9,9,2.869782049313768,1,1,2.169782049313768,2,2,3.769782049313768,1,1,3.869782049313768,3,3,5.669782049313768,2,2,0.026978204931376818,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102350,2024-05,11,10,3.269782049313768,2,2,2.069782049313768,1,1,4.069782049313768,0,0,0.0,4,4,6.069782049313768,1,1,0.036978204931376824,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102350,2024-06,7,7,2.769782049313768,1,1,2.269782049313768,2,2,3.569782049313768,1,1,3.9697820493137677,3,3,5.769782049313768,2,2,0.016978204931376816,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102350,2024-07,13,12,3.469782049313768,2,2,1.8697820493137682,1,1,4.169782049313768,0,0,0.0,5,5,6.369782049313768,2,2,0.04697820493137682,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102350,2024-08,9,9,2.969782049313768,1,1,2.369782049313768,2,2,3.669782049313768,1,1,4.169782049313768,4,4,5.969782049313768,1,1,0.026978204931376818,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102350,2024-09,10,9,3.169782049313768,2,2,2.069782049313768,1,1,3.869782049313768,0,0,0.0,3,3,5.569782049313768,2,2,0.036978204931376824,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102350,2024-10,8,8,2.869782049313768,1,1,2.269782049313768,2,2,3.769782049313768,1,1,4.069782049313768,2,2,5.469782049313768,1,1,0.016978204931376816,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102350,2024-11,12,11,3.369782049313768,2,2,1.9697820493137683,1,1,3.9697820493137677,0,0,0.0,4,4,6.169782049313768,2,2,0.036978204931376824,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
102350,2024-12,9,9,3.069782049313768,1,1,2.169782049313768,2,2,3.669782049313768,1,1,4.269782049313768,3,3,5.769782049313768,1,1,0.026978204931376818,1,1,1,250,12000,45,25.0,50.0,custodian_A,low,1
204567,2024-01,5,4,6.0127840403167285,0,0,0.012784040316728537,3,2,7.0127840403167285,2,1,8.01278404031673,6,5,10.01278404031673,4,3,0.15127840403167284,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204567,2024-02,7,6,5.5127840403167285,1,1,3.0127840403167285,1,1,6.0127840403167285,0,0,0.012784040316728537,5,5,9.01278404031673,2,2,0.10127840403167286,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204567,2024-03,6,5,5.812784040316728,0,0,0.012784040316728537,2,2,6.5127840403167285,1,1,7.5127840403167285,4,4,9.51278404031673,3,3,0.12127840403167285,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204567,2024-04,8,7,5.612784040316728,1,1,2.8127840403167284,1,1,6.212784040316729,0,0,0.012784040316728537,6,6,9.81278404031673,2,2,0.11127840403167286,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204567,2024-05,5,4,6.212784040316729,0,0,0.012784040316728537,3,2,7.112784040316728,2,1,8.212784040316729,5,5,10.212784040316729,4,3,0.14127840403167286,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204567,2024-06,7,6,5.712784040316729,1,1,2.9127840403167284,1,1,6.312784040316728,0,0,0.012784040316728537,4,4,9.41278404031673,2,2,0.13127840403167285,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204567,2024-07,6,5,5.912784040316729,0,0,0.012784040316728537,2,2,6.612784040316728,1,1,7.812784040316728,6,6,10.112784040316729,3,3,0.12127840403167285,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204567,2024-08,8,7,5.5127840403167285,1,1,2.7127840403167287,1,1,6.112784040316728,0,0,0.012784040316728537,5,5,9.712784040316729,2,2,0.11127840403167286,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204567,2024-09,5,4,6.112784040316728,0,0,0.012784040316728537,3,2,7.212784040316729,2,1,8.112784040316729,4,4,9.91278404031673,4,3,0.13127840403167285,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204567,2024-10,7,6,5.612784040316728,1,1,2.9127840403167284,1,1,6.412784040316729,0,0,0.012784040316728537,6,6,10.01278404031673,2,2,0.12127840403167285,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204567,2024-11,6,5,5.812784040316728,0,0,0.012784040316728537,2,2,6.712784040316729,1,1,7.912784040316729,5,5,9.612784040316729,3,3,0.14127840403167286,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204567,2024-12,7,6,5.712784040316729,1,1,2.8127840403167284,1,1,6.212784040316729,0,0,0.012784040316728537,4,4,9.81278404031673,2,2,0.12127840403167285,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204568,2024-01,5,4,5.968375740765642,0,0,-0.03162425923435822,3,2,6.968375740765642,2,1,7.968375740765642,6,5,9.968375740765643,4,3,0.14683757407656417,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204568,2024-02,7,6,5.468375740765642,1,1,2.9683757407656417,1,1,5.968375740765642,0,0,0.0,5,5,8.968375740765643,2,2,0.09683757407656418,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204568,2024-03,6,5,5.7683757407656415,0,0,-0.03162425923435822,2,2,6.468375740765642,1,1,7.468375740765642,4,4,9.468375740765643,3,3,0.11683757407656417,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204568,2024-04,8,7,5.568375740765641,1,1,2.7683757407656415,1,1,6.168375740765642,0,0,0.0,6,6,9.768375740765643,2,2,0.10683757407656418,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204568,2024-05,5,4,6.168375740765642,0,0,-0.03162425923435822,3,2,7.068375740765641,2,1,8.168375740765642,5,5,10.168375740765642,4,3,0.1368375740765642,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204568,2024-06,7,6,5.668375740765642,1,1,2.8683757407656416,1,1,6.2683757407656415,0,0,0.0,4,4,9.368375740765643,2,2,0.12683757407656418,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204568,2024-07,6,5,5.868375740765642,0,0,-0.03162425923435822,2,2,6.568375740765641,1,1,7.7683757407656415,6,6,10.068375740765642,3,3,0.11683757407656417,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204568,2024-08,8,7,5.468375740765642,1,1,2.668375740765642,1,1,6.068375740765641,0,0,0.0,5,5,9.668375740765642,2,2,0.10683757407656418,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204568,2024-09,5,4,6.068375740765641,0,0,-0.03162425923435822,3,2,7.168375740765642,2,1,8.068375740765642,4,4,9.868375740765643,4,3,0.12683757407656418,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204568,2024-10,7,6,5.568375740765641,1,1,2.8683757407656416,1,1,6.368375740765642,0,0,0.0,6,6,9.968375740765643,2,2,0.11683757407656417,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204568,2024-11,6,5,5.7683757407656415,0,0,-0.03162425923435822,2,2,6.668375740765642,1,1,7.868375740765642,5,5,9.568375740765642,3,3,0.1368375740765642,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204568,2024-12,7,6,5.668375740765642,1,1,2.7683757407656415,1,1,6.168375740765642,0,0,0.0,4,4,9.768375740765643,2,2,0.11683757407656417,1,1,0,120,8000,52,30.0,75.0,custodian_D,medium,0
204569,2024-01,5,4,5.998319884249571,0,0,-0.0016801157504288797,3,2,6.998319884249571,2,1,7.998319884249571,6,5,9.998319884249572,4,3,0.1498319884249571,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204569,2024-02,7,6,5.498319884249571,1,1,2.9983198842495713,1,1,5.998319884249571,0,0,0.0,5,5,8.998319884249572,2,2,0.09983198842495712,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204569,2024-03,6,5,5.798319884249571,0,0,-0.0016801157504288797,2,2,6.498319884249571,1,1,7.498319884249571,4,4,9.498319884249572,3,3,0.11983198842495711,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204569,2024-04,8,7,5.5983198842495705,1,1,2.798319884249571,1,1,6.198319884249571,0,0,0.0,6,6,9.798319884249572,2,2,0.10983198842495712,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204569,2024-05,5,4,6.198319884249571,0,0,-0.0016801157504288797,3,2,7.0983198842495705,2,1,8.198319884249571,5,5,10.198319884249571,4,3,0.13983198842495712,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204569,2024-06,7,6,5.698319884249571,1,1,2.898319884249571,1,1,6.298319884249571,0,0,0.0,4,4,9.398319884249572,2,2,0.1298319884249571,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204569,2024-07,6,5,5.898319884249571,0,0,-0.0016801157504288797,2,2,6.5983198842495705,1,1,7.798319884249571,6,6,10.098319884249571,3,3,0.11983198842495711,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204569,2024-08,8,7,5.498319884249571,1,1,2.6983198842495715,1,1,6.0983198842495705,0,0,0.0,5,5,9.698319884249571,2,2,0.10983198842495712,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204569,2024-09,5,4,6.0983198842495705,0,0,-0.0016801157504288797,3,2,7.198319884249571,2,1,8.098319884249571,4,4,9.898319884249572,4,3,0.1298319884249571,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204569,2024-10,7,6,5.5983198842495705,1,1,2.898319884249571,1,1,6.398319884249571,0,0,0.0,6,6,9.998319884249572,2,2,0.11983198842495711,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204569,2024-11,6,5,5.798319884249571,0,0,-0.0016801157504288797,2,2,6.698319884249571,1,1,7.898319884249571,5,5,9.598319884249571,3,3,0.13983198842495712,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204569,2024-12,7,6,5.698319884249571,1,1,2.798319884249571,1,1,6.198319884249571,0,0,0.0,4,4,9.798319884249572,2,2,0.11983198842495711,1,1,0,120,8000,52,30.0,75.0,custodian_B,high,0
204570,2024-01,5,4,5.914695607242642,0,0,-0.08530439275735802,3,2,6.914695607242642,2,1,7.914695607242642,6,5,9.914695607242642,4,3,0.1414695607242642,1,1,0,120,8000,52,30.0,75.0,custodian_C,low,0
204570,2024-02,7,6,5.414695607242642,1,1,2.914695607242642,1,1,5.914695607242642,0,0,0.0,5,5,8.914695607242642,2,2,0.09146956072426421,1,1,0,120,8000,52,30.0,75.0,custodian_C,low,0
204570,2024-03,6,5,5.714695607242642,0,0,-0.08530439275735802,2,2,6.414695607242642,1,1,7.414695607242642,4,4,9.414695607242642,3,3,0.1114695607242642,1,1,0,120,8000,52,30.0,75.0,custodian_C,low,0
204570,2024-04,8,7,5.514695607242642,1,1,2.714695607242642,1,1,6.114695607242642,0,0,0.0,6,6,9.714695607242643,2,2,0.1014695607242642,1,1,0,120,8000,52,30.0,75.0,custodian_C,low,0
204570,2024-05,5,4,6.114695607242642,0,0,-0.08530439275735802,3,2,7.014695607242642,2,1,8.114695607242641,5,5,10.114695607242641,4,3,0.13146956072426422,1,1,0,120,8000,52,30.0,75.0,custodian_C,low,0
204570,2024-06,7,6,5.614695607242642,1,1,2.814695607242642,1,1,6.214695607242642,0,0,0.0,4,4,9.314695607242642,2,2,0.12146956072426421,1,1,0,120,8000,52,30.0,75.0,custodian_C,low,0
204570,2024-07,6,5,5.814695607242642,0,0,-0.08530439275735802,2,2,6.514695607242642,1,1,7.714695607242642,6,6,10.014695607242642,3,3,0.1114695607242642,1,1,0,120,8000,52,30.0,75.0,custodian_C,low,0
204570,2024-08,8,7,5.414695607242642,1,1,2.614695607242642,1,1,6.014695607242642,0,0,0.0,5,5,9.614695607242641,2,2,0.1014695607242642,1,1,0,120,8000,52,30.0,75.0,custodian_C,low,0
204570,2024-09,5,4,6.014695607242642,0,0,-0.08530439275735802,3,2,7.114695607242642,2,1,8.014695607242642,4,4,9.814695607242642,4,3,0.12146956072426421,1,1,0,120,8000,52,30.0,75.0,custodian_C,low,0
204570,2024-10,7,6,5.514695607242642,1,1,2.814695607242642,1,1,6.314695607242642,0,0,0.0,6,6,9.914695607242642,2,2,0.1114695607242642,1,1,0,120,8000,52,30.0,75.0,custodian_C,low,0
204570,2024-11,6,5,5.714695607242642,0,0,-0.08530439275735802,2,2,6.614695607242642,1,1,7.814695607242642,5,5,9.514695607242642,3,3,0.13146956072426422,1,1,0,120,8000,52,30.0,75.0,custodian_C,low,0
204570,2024-12,7,6,5.614695607242642,1,1,2.714695607242642,1,1,6.114695607242642,0,0,0.0,4,4,9.714695607242643,2,2,0.1114695607242642,1,1,0,120,8000,52,30.0,75.0,custodian_C,low,0
